ID,Category,Difficulty,Question,Option A,Option B,Option C,Option D,Option E,Correct Answer,Explanation,Status
0ad1ee2c-5e27-4c35-aa8d-eb02f0528ee6,Dosage Calculations,Easy,"If a 60 kg adult is prescribed a drug at a dose of 2 mg/kg twice daily, what is the total daily dose in mg?",60 mg,120 mg,240 mg,180 mg,300 mg,C,"Step 1: Calculate dose per administration
• Dose per admin = Weight × Dose per kg
• 60 kg × 2 mg/kg = 120 mg per dose

Step 2: Calculate total daily dose
• Total daily = Dose per admin × Frequency
• 120 mg × 2 (twice daily) = 240 mg/day

Formula: Total daily dose = (mg/kg × weight) × doses per day

Why other answers are wrong:
• 60 mg - Just the weight, no calculation applied
• 120 mg - Dose per administration, not total daily
• 180 mg - Would be if TDS (× 3) with lower per-dose
• 300 mg - Would be if given 2.5 mg/kg BD

Common frequency abbreviations:
• OD (once daily) = × 1
• BD (twice daily) = × 2
• TDS (three times daily) = × 3
• QDS (four times daily) = × 4
• Q8H (every 8 hours) = × 3
• Q6H (every 6 hours) = × 4
• Q4H (every 4 hours) = × 6

Important distinction:
• ""Dose per administration"" = single dose at one time
• ""Total daily dose"" = sum of all doses in 24 hours
• These are commonly confused in exam questions

Clinical relevance:
• Maximum daily dose limits apply to total daily dose
• Drug interactions may reference total daily exposure
• Renal/hepatic dose adjustments often based on total daily dose

Exam tip: Read carefully whether the question asks for ""dose per administration,"" ""single dose,"" or ""total daily dose"" - this is a common source of errors.",approved
d1ebd690-d646-4ac8-9c51-64e66f083e65,Dosage Calculations,Easy,A formulation change is planned for a liquid medication from a concentration of 100 mg/5 mL to 200 mg/5 mL. A patient has been taking 10 mL of the original formulation daily. How much of the new formulation should they take daily to receive the same dose?,2.5 mL,5 mL,10 mL,15 mL,20 mL,B,"Step 1: Calculate dose from original formulation
• Original: 100 mg per 5 mL = 20 mg/mL
• Patient takes: 10 mL daily
• Daily dose = 10 mL × 20 mg/mL = 200 mg

Step 2: Calculate volume of new formulation for same dose
• New: 200 mg per 5 mL = 40 mg/mL
• Volume needed = Dose ÷ Concentration
• Volume = 200 mg ÷ 40 mg/mL = 5 mL

Key insight: New formulation is twice as concentrated, so half the volume is needed.

Why other answers are wrong:
• 2.5 mL - Would only give 100 mg (half dose)
• 10 mL - Would give 400 mg (double dose - potentially toxic)
• 15 mL - Would give 600 mg (triple dose)
• 20 mL - Would give 800 mg (quadruple dose)

SAFETY: Formulation Change Risks

This is a HIGH-RISK situation requiring:
• Clear patient counselling about new volume
• Updated labelling on dispensed medicine
• Documentation in patient record
• Consider providing new measuring device calibrated for new volume

Common errors with formulation changes:
• Patient continues taking old volume → overdose
• Confusion between strengths → wrong dose
• Particular risk in elderly, cognitive impairment, carers

Counselling points:
• ""Your medicine is now stronger""
• ""You need LESS liquid to get the same dose""
• ""Take 5 mL instead of 10 mL""
• Demonstrate using oral syringe
• Remove old stock from home

When formulation changes occur:
• Manufacturer supply issues
• Cost-effectiveness switches
• Branded → generic changes
• Paediatric → adult formulation transitions

Exam tip: Formulation changes require dose recalculation. The concentration doubles → volume halves. Always maintain the same total dose unless clinically indicated otherwise.",approved
d5538387-9c6e-4336-ab0c-825230ef2358,Dosage Calculations,Hard,A 95 kg patient with an eGFR of 38 mL/min/1.73m² is prescribed aciclovir at 10 mg/kg every 8 hours. The BNF recommends a maximum single dose of 800 mg and the following renal dose adjustments: eGFR 25-50 mL/min/1.73m²: reduce to 50% of normal dose. Aciclovir injection is available as 25 mg/mL in 20 mL vials. What volume of aciclovir injection (25 mg/mL) should be drawn up?,32 mL,5.33 mL,24 mL,16 mL,1.6 mL,D,"Step 1: Calculate the dose required
• Dose = Weight × Dose per kg
• 15 kg × 10 mg/kg = 150 mg per dose

Step 2: Calculate volume of suspension
• Stock concentration: 100 mg per 5 mL = 20 mg/mL
• Volume = Dose ÷ Concentration
• Volume = 150 mg ÷ 20 mg/mL = 7.5 mL

Alternative calculation:
• If 100 mg is in 5 mL, then 150 mg is in:
• (150 ÷ 100) × 5 = 1.5 × 5 = 7.5 mL

Why other answers are wrong:
• 3 mL - Would give only 60 mg (underdose)
• 5 mL - Would give 100 mg (underdose)
• 7 mL - Would give 140 mg (slightly under)
• 15 mL - Would give 300 mg (double dose)

Practical dispensing:
• Measure 7.5 mL using the supplied oral syringe
• ""Shake well before use"" instruction essential
• Give with or after food to reduce GI irritation

Ibuprofen suspension strengths:
• 100 mg/5 mL (standard paediatric)
• 200 mg/5 mL (for older children/adults)
• Always verify which strength is being used

Paediatric ibuprofen dosing:
• Dose: 5-10 mg/kg per dose
• Maximum: 40 mg/kg/day (max 2400 mg/day)
• Frequency: every 6-8 hours (max 4 doses/day)
• This child: 150 mg QDS = 600 mg/day = 40 mg/kg/day (at max)

Safety considerations:
• Not for children under 3 months
• Avoid in dehydration, chickenpox, asthma (caution)
• Duration: max 3 days for fever without advice
• Give with food to reduce gastric irritation

Quantity to dispense for 5 days QDS:
• 7.5 mL × 4 × 5 = 150 mL (dispense 150 mL bottle)

Exam tip: Always check the suspension strength. 100 mg/5 mL and 200 mg/5 mL require different volumes for the same dose.",approved
81ebfc6f-056a-49f2-878d-ded81b6ee59e,Dosage Calculations,Easy,A child weighing 20 kg is prescribed ceftriaxone 50 mg/kg once daily for infection. How many mg of ceftriaxone should be administered per day?,600 mg,800 mg,1000 mg,1200 mg,1500 mg,C,"Calculation:
• Dose = Weight × Dose per kg
• 20 kg × 50 mg/kg = 1000 mg once daily

Why other answers are wrong:
• 600 mg - Would be 30 mg/kg (underdose)
• 800 mg - Would be 40 mg/kg (underdose)
• 1200 mg - Would be 60 mg/kg (overdose)
• 1500 mg - Would be 75 mg/kg (significant overdose)

Ceftriaxone dosing in children:
• Standard dose: 50-80 mg/kg once daily
• Meningitis: 80-100 mg/kg once daily (max 4 g)
• Maximum daily dose: 4 g (usually 2 g for non-CNS infections)
• This dose (1000 mg = 1 g) is appropriate

Administration:
• IV: over 30 minutes (60 min if >50 mg/kg in neonates)
• IM: deep injection, max 1 g per site
• Reconstitution: check diluent compatibility

Important contraindications:
• Neonates with jaundice - displaces bilirubin
• Neonates receiving calcium-containing IV fluids - fatal precipitation
• Do NOT mix with calcium in same line

Advantages of ceftriaxone:
• Once-daily dosing (long half-life ~8 hours)
• Broad spectrum (Gram +ve and -ve)
• Good CNS penetration
• Can be given IM (useful for outpatient therapy)

Ceftriaxone in paediatrics:
• Often first-line for serious infections
• Community-acquired pneumonia
• UTI/pyelonephritis
• Meningitis (with or without vancomycin)

Exam tip: Ceftriaxone's once-daily dosing makes it convenient, but remember the calcium contraindication in neonates - this is a commonly tested safety point.",approved
016dc6b8-b4eb-4dd6-b57c-957e60cb5cc3,Dosage Calculations,Hard,A 75 kg patient with an eGFR of 50 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. What volume of amikacin injection (50 mg/mL) should be drawn up?,13.5 mL,54 mL,9 mL,20.25 mL,14.85 mL,A,"Calculation:
• Original dose: 125 micrograms
• New dose: 62.5 micrograms
• Reduction = Original - New = 125 - 62.5 = 62.5 micrograms
• Percentage reduction = (Reduction ÷ Original) × 100
• = (62.5 ÷ 125) × 100 = 50%

Alternative method:
• New dose as fraction of original = 62.5 ÷ 125 = 0.5 = 50%
• If new dose is 50% of original, reduction is 50%

Why other answers are wrong:
• 25% - Would give new dose of 93.75 mcg
• 30% - Would give new dose of 87.5 mcg
• 60% - Would give new dose of 50 mcg
• 75% - Would give new dose of 31.25 mcg

Why digoxin is reduced in renal impairment:
• Digoxin is primarily renally excreted (~70%)
• Reduced GFR → reduced clearance → accumulation
• Half-life increases from 36-48 hrs to 4-6 days in severe CKD
• Dose reduction prevents toxicity

Digoxin in renal impairment:
• Mild impairment: reduce dose by 25-50%
• Moderate impairment: reduce by 50% (as in this case)
• Severe impairment/dialysis: reduce by 50-75%, monitor levels

Digoxin toxicity signs:
• GI: nausea, vomiting, anorexia
• CNS: confusion, visual disturbances (yellow-green halos)
• Cardiac: bradycardia, heart block, arrhythmias
• Hypokalaemia increases toxicity risk

Therapeutic drug monitoring:
• Target level: 0.5-1.0 ng/mL (1-2 ng/mL older guidance)
• Take sample at least 6 hours post-dose
• Check U&Es (K+, Mg2+, Ca2+) alongside

Available tablet strengths:
• 62.5 micrograms
• 125 micrograms
• 250 micrograms

Exam tip: Percentage reduction = (amount reduced ÷ original) × 100. A halving of dose always equals 50% reduction.",approved
11428f69-8eb2-4e28-994f-56ed750d1803,Dosage Calculations,Hard,"A 78 kg patient with an eGFR of 8 mL/min/1.73m² is prescribed vancomycin at 15 mg/kg every 12 hours. The BNF recommends a maximum single dose of 2000 mg and the following renal dose adjustments: eGFR 0-14 mL/min/1.73m²: reduce to 33% of normal dose. Vancomycin injection is available as 50 mg/mL in 10 mL vials. The dose is diluted to 100 mL and infused over 90 minutes. If the adjusted dose is diluted to 100 mL and infused over 90 minutes, what is the infusion rate in mL/hour?",73.37 mL/hour,16.68 mL/hour,33.35 mL/hour,44.49 mL/hour,66.7 mL/hour,E,"Step 1: Calculate the dose required
• Dose = Weight × Dose per kg
• 90 kg × 5 mg/kg = 450 mg

Step 2: Determine stock concentration
• Stock: 80 mg in 2 mL = 40 mg/mL

Step 3: Calculate volume needed
• Volume = Dose ÷ Concentration
• 450 mg ÷ 40 mg/mL = 11.25 mL

Verification: 11.25 mL × 40 mg/mL = 450 mg ✓

Why other answers are wrong:
• 22.5 mL - Double the correct volume (would give 900 mg)
• 45 mL - Would give 1800 mg (4× overdose)
• 56.25 mL - Would give 2250 mg (5× overdose)
• 112.5 mL - Would give 4500 mg (10× overdose - fatal)

Once-daily (extended-interval) gentamicin:
• Dose: 5-7 mg/kg once daily
• Exploits concentration-dependent killing
• Allows aminoglycoside-free interval for renal recovery
• NOT suitable for: endocarditis, pregnancy, burns >20%, ascites

Monitoring for once-daily regimen:
• Hartford nomogram commonly used
• Check level at 6-14 hours post-dose
• Pre-dose (trough) levels NOT routinely needed
• Target: level should fall below threshold on nomogram

Aminoglycoside toxicity:
• Nephrotoxicity - monitor creatinine
• Ototoxicity - irreversible, ask about tinnitus/vertigo
• Avoid concurrent nephrotoxins (NSAIDs, vancomycin, contrast)

Practical note:
• 11.25 mL is an awkward volume
• May round to 11 mL (440 mg) or 11.5 mL (460 mg) in practice
• Document any rounding with clinical justification

Exam tip: Extended-interval aminoglycosides use higher doses (5-7 mg/kg) given less frequently. Traditional dosing uses lower doses (1-2 mg/kg) given more frequently.",approved
7580e777-7436-4792-8559-8a8c92b997f5,Dosage Calculations,Hard,"A patient is started on warfarin for AF — loading regimen using the following titration schedule: 10 mg on day 1 for 1 days; 10 mg on day 2 for 1 days; 5 mg on day 3 for 1 days; check INR, then variable 3-5 mg daily for 25 days for 25 days. Warfarin is available in appropriate tablet strengths. Calculate the total milligrams of warfarin over the entire course.",137.5 mg,187.5 mg,62.5 mg,1250 mg,125 mg,E,"Understanding % w/v:
• 10% w/v = 10 g per 100 mL = 10,000 mg per 100 mL
• Simplified: 100 mg per 1 mL

Calculation:
• Concentration = 100 mg/mL
• Volume needed = Dose ÷ Concentration
• Volume = 500 mg ÷ 100 mg/mL = 5 mL

Alternative method:
• 10% w/v means 10 g in 100 mL
• For 500 mg (0.5 g): (0.5 ÷ 10) × 100 = 5 mL

Why other answers are wrong:
• 10 mL - Would give 1000 mg (double dose)
• 20 mL - Would give 2000 mg
• 25 mL - Would give 2500 mg
• 50 mL - Would give 5000 mg

Key percentage conversions (memorise):
• 1% w/v = 1 g/100 mL = 10 mg/mL
• 5% w/v = 5 g/100 mL = 50 mg/mL
• 10% w/v = 10 g/100 mL = 100 mg/mL
• 20% w/v = 20 g/100 mL = 200 mg/mL

Common examples:
• Glucose 5% = 50 mg/mL (50 g/L)
• Sodium chloride 0.9% = 9 mg/mL (9 g/L)
• Calcium gluconate 10% = 100 mg/mL

Exam tip: For % w/v, the quick conversion is: multiply the percentage by 10 to get mg/mL. So 10% = 100 mg/mL.",approved
077ec4cf-2fd1-483d-8b94-24dda4dedb33,Dosage Calculations,Hard,"A patient (weight 62 kg, height 185 cm, BSA 1.87 m²) is prescribed cisplatin at 75 mg/m² as part of a chemotherapy regimen. The BNF maximum single dose is 200 mg. The calculated dose is to be diluted in 1000 mL of appropriate diluent and infused over 4 hour(s). Calculate the correct dose of cisplatin for this patient.",154.2 mg,140.2 mg,280.4 mg,93.51 mg,35.05 mg,B,"Calculation:
• Dose = Dose per m² × BSA
• Dose = 7.5 mg/m² × 1.7 m² = 12.75 mg weekly

Why other answers are wrong:
• 7.5 mg - This is the dose per m², not accounting for BSA
• 15 mg - Approximately double (would need BSA of 2.0 m²)
• 25 mg - Would require BSA of 3.3 m² (unrealistic)
• 127.5 mg - Multiplied by 17 instead of 1.7 (decimal error)

Practical rounding:
• 12.75 mg would likely be rounded to 12.5 mg or 15 mg
• MTX tablets: 2.5 mg and 10 mg available
• 12.5 mg = one 10 mg + one 2.5 mg tablet

CRITICAL SAFETY - Methotrexate reminders:
• Dosing is ONCE WEEKLY (never daily for RA/psoriasis)
• Patient must understand which day to take it
• Folic acid 5 mg prescribed on non-MTX days
• Baseline and ongoing monitoring: FBC, U&Es, LFTs
• High-risk medicine - on Never Events list

Methotrexate dosing for RA:
• Starting dose: typically 7.5-10 mg weekly
• Usual maintenance: 15-25 mg weekly
• Maximum: 25-30 mg weekly
• This calculated dose (12.75 mg) is a typical early-treatment dose

BSA estimation:
• Average adult BSA ≈ 1.7-1.9 m²
• Du Bois formula: BSA = 0.007184 × height^0.725 × weight^0.425
• Mosteller formula: BSA = √[(height × weight) / 3600]

Exam tip: BSA-based dosing is common for cytotoxics and some immunosuppressants. Remember to multiply dose/m² by the BSA, not divide.",approved
d2600087-89ba-4064-9cf3-b2771b6e2039,Dosage Calculations,Hard,"A 62 kg patient with an eGFR of 50 mL/min/1.73m² is prescribed gentamicin at 5 mg/kg once daily. The BNF recommends a maximum single dose of 500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Gentamicin injection is available as 40 mg/mL in 2 mL vials. The dose is diluted to 100 mL and infused over 120 minutes. If the adjusted dose is diluted to 100 mL and infused over 120 minutes, what is the infusion rate in mL/hour?",12.5 mL/hour,55 mL/hour,50 mL/hour,16.65 mL/hour,33.35 mL/hour,C,"Step 1: Calculate the loading dose
• Loading dose = Weight × Dose per kg
• 55 kg × 15 mg/kg = 825 mg

Step 2: Calculate volume from stock concentration
• Stock: 250 mg per 5 mL = 50 mg/mL
• Volume = Dose ÷ Concentration
• Volume = 825 mg ÷ 50 mg/mL = 16.5 mL

Verification: 16.5 mL × 50 mg/mL = 825 mg ✓

Why other answers are wrong:
• 33 mL - Double the correct volume (would give 1650 mg)
• 41.25 mL - Would give 2062.5 mg
• 55 mL - Just the weight in kg, not a calculation
• 82.5 mL - Would give 4125 mg (5× overdose)

CRITICAL: Phenytoin IV Administration

Maximum infusion rate:
• Adults: 50 mg/min (maximum)
• Elderly/cardiac disease: 25 mg/min
• For 825 mg at 50 mg/min = minimum 16.5 minutes

Administration requirements:
• Must use 0.9% sodium chloride (not glucose - precipitates)
• Use in-line filter (0.22 micron)
• Give via large vein - highly irritant
• Cardiac monitoring during infusion
• BP monitoring every 5 minutes

Monitoring for toxicity:
• Watch for: bradycardia, hypotension, arrhythmias
• CNS: nystagmus, ataxia, drowsiness
• Purple glove syndrome with extravasation

Phenytoin loading doses:
• Status epilepticus: 15-20 mg/kg IV
• Non-urgent loading: 15 mg/kg
• Maximum single loading dose: usually 1-1.5 g

Therapeutic drug monitoring:
• Target level: 10-20 mg/L (40-80 μmol/L)
• Check level 2-4 hours post-loading
• Phenytoin has saturable kinetics - small dose changes = big level changes

Exam tip: Phenytoin loading dose questions often test awareness of administration rate limits and cardiac monitoring requirements.",approved
bbc05828-83df-412b-9148-455af4e43cf7,Dosage Calculations,Easy,"A neonate requires a gentamicin dose of 4 mg/kg/day divided into two doses. If the neonate weighs 3 kg, how much gentamicin should be given for each dose?",6 mg,12 mg,4 mg,8 mg,2 mg,A,"Step 1: Calculate total daily dose
• Total daily = Weight × Dose per kg/day
• 3 kg × 4 mg/kg/day = 12 mg/day

Step 2: Divide into number of doses
• Given in 2 divided doses
• Dose per admin = 12 mg ÷ 2 = 6 mg per dose

Answer: 6 mg every 12 hours

Why other answers are wrong:
• 2 mg - Would be if divided into 6 doses
• 4 mg - Would be if divided into 3 doses
• 8 mg - Calculation error
• 12 mg - This is the total daily dose, not per dose

Neonatal gentamicin dosing:
• Traditional: 2.5 mg/kg every 8-12 hours
• Extended interval: 4-5 mg/kg every 24-48 hours
• This question uses 4 mg/kg/day divided BD (traditional approach)

Factors affecting neonatal aminoglycoside dosing:
• Gestational age (preterm vs term)
• Postnatal age
• Renal function (immature in neonates)
• Weight

Typical dosing intervals by gestational age:
• <29 weeks: every 36-48 hours
• 30-34 weeks: every 24-36 hours
• ≥35 weeks: every 24 hours
• Term: every 12-24 hours

Monitoring in neonates:
• Pre-dose (trough): target <1 mg/L
• Peak levels: 1 hour post-dose, target 5-10 mg/L
• Check levels around 3rd dose
• Monitor creatinine and urine output

Practical considerations:
• 6 mg is a small dose - ensure accurate measurement
• Gentamicin injection: typically 40 mg/mL
• 6 mg = 0.15 mL (very small - may need dilution)
• Use 1 mL syringe for accuracy

Exam tip: Neonatal aminoglycoside dosing intervals are longer than adults due to immature renal function. Always check gestational/postnatal age for correct interval.",approved
d68da104-ec41-4081-bf03-e8e84b02bc66,Dosage Calculations,Easy,A patient weighing 70 kg requires an initial loading dose of digoxin of 10 micrograms/kg. How many milligrams of digoxin should be administered?,0.7 mg,7 mg,0.07 mg,700 mg,70 mg,A,"Step 1: Calculate dose in micrograms
• Dose = Weight × Dose per kg
• 70 kg × 10 mcg/kg = 700 micrograms

Step 2: Convert micrograms to milligrams
• 1 mg = 1000 micrograms
• 700 mcg ÷ 1000 = 0.7 mg

Answer: 0.7 mg (700 micrograms)

Why other answers are wrong:
• 0.07 mg - Divided by 10,000 instead of 1000
• 7 mg - Multiplied instead of divided (would be 7000 mcg - toxic)
• 70 mg - Weight in kg, not the dose
• 700 mg - Forgot unit conversion (would be fatal)

Unit conversion reminder:
• 1 mg = 1000 micrograms (mcg or μg)
• To convert mcg → mg: divide by 1000
• To convert mg → mcg: multiply by 1000

Digoxin loading doses:
• Oral loading: 750-1500 mcg (0.75-1.5 mg) over 24 hours
• IV loading: 500-1000 mcg (0.5-1 mg)
• Usually given in divided doses (e.g., 500 mcg, then 250 mcg × 2)
• Loading not always required - depends on urgency

Why divided loading doses?
• Reduces risk of toxicity
• Allows assessment of response
• Typical: 50% initially, then 25% at 6-8 hour intervals

Digoxin tablets:
• 62.5 mcg, 125 mcg, 250 mcg
• 0.7 mg = 700 mcg ≈ 3 × 250 mcg tablets (750 mcg) if rounding

Exam tip: Digoxin doses are often given in micrograms but tablets labelled in micrograms or milligrams. Always confirm units to avoid 1000-fold errors.",approved
1f64b520-25ec-4928-962d-5f228a4e3581,Dosage Calculations,Hard,A 90 kg patient with an eGFR of 48 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. What is the correct amikacin dose for this patient?,729 mg,202.5 mg,810 mg,81 mg,405 mg,C,"Calculation:
• Loading dose = Weight × Dose per kg
• 60 kg × 15 mg/kg = 900 mg

Why other answers are wrong:
• 750 mg - Would be 12.5 mg/kg (underdose)
• 800 mg - Would be 13.3 mg/kg (underdose)
• 850 mg - Would be 14.2 mg/kg (close but not correct)
• 1000 mg - Would be 16.7 mg/kg (overdose)

Vancomycin loading dose:
• Standard loading: 15-20 mg/kg (based on ACTUAL body weight)
• Severe infections: 25-30 mg/kg
• Maximum single loading dose: typically 2-3 g
• Given regardless of renal function (loading achieves target faster)

Why use a loading dose?
• Vancomycin has a long half-life (~6 hours)
• Without loading, takes 24-48 hours to reach steady state
• Loading achieves therapeutic levels within hours
• Critical for serious infections (sepsis, meningitis, endocarditis)

Administration:
• Infuse over at least 1 hour (longer for doses >1 g)
• Rate: maximum 10 mg/min to avoid ""Red Man Syndrome""
• For 900 mg: minimum 90 minutes infusion

Therapeutic drug monitoring:
• Trough level: take just before next dose
• Target trough: 15-20 mg/L for serious infections
• 10-15 mg/L for less severe infections
• AUC/MIC-guided dosing increasingly used (target AUC 400-600)

Maintenance dosing:
• Typically 15-20 mg/kg every 8-12 hours
• Adjust based on renal function and levels
• Renal impairment: extend interval or reduce dose

Toxicity monitoring:
• Nephrotoxicity - monitor creatinine
• Ototoxicity - less common than with aminoglycosides
• Red Man Syndrome - slow infusion rate

Exam tip: Vancomycin loading doses use actual body weight and are given regardless of renal function. Maintenance doses are then adjusted based on renal function and levels.",approved
9f24f2a7-8f4e-4e5e-8123-837d4853410f,Dosage Calculations,Hard,A 68 kg patient with an eGFR of 45 mL/min/1.73m² is prescribed fluconazole at 6 mg/kg once daily. The BNF recommends a maximum single dose of 400 mg and the following renal dose adjustments: eGFR 30-50 mL/min/1.73m²: reduce to 50% of normal dose. Fluconazole injection is available as 2 mg/mL in 100 mL vials. What is the correct fluconazole dose for this patient?,180 mg,50 mg,600 mg,133.4 mg,200 mg,E,"Step 1: Calculate dose per administration
• Dose per admin = Weight × Dose per kg
• 20 kg × 15 mg/kg = 300 mg per dose

Step 2: Calculate total daily dose
• Total daily = Dose per admin × Frequency
• 300 mg × 2 (twice daily) = 600 mg/day

Formula: Total daily dose = (mg/kg × weight) × doses per day

Why other answers are wrong:
• 200 mg - Would be 10 mg/kg/day (underdose)
• 300 mg - This is the dose per administration, not total daily
• 400 mg - Would be 20 mg/kg/day given once daily
• 500 mg - Calculation error

Common paediatric dosing frequencies:
• OD (once daily) = × 1
• BD (twice daily) = × 2
• TDS (three times daily) = × 3
• QDS (four times daily) = × 4

Key distinction (commonly tested):
• ""15 mg/kg twice daily"" = 15 mg/kg per dose, given twice
• ""15 mg/kg/day in divided doses"" = 15 mg/kg total daily, split

This question uses ""15 mg/kg, given twice daily"" meaning:
• Each dose is 15 mg/kg
• Given twice = 30 mg/kg/day total

Paediatric dosing considerations:
• Always verify weight is recent and accurate
• Check maximum daily dose limits
• Consider available formulations (tablets, liquids)
• For this child: 600 mg/day - check if within safe limits for the drug

Exam tip: Read dosing instructions carefully. ""X mg/kg twice daily"" means X mg/kg PER DOSE. ""X mg/kg/day in divided doses"" means X mg/kg TOTAL per day.",approved
d643afb0-a179-43e9-a937-e88fe533ae9e,Dosage Calculations,Hard,A 58 kg patient with an eGFR of 22 mL/min/1.73m² is prescribed aciclovir at 10 mg/kg every 8 hours. The BNF recommends a maximum single dose of 800 mg and the following renal dose adjustments: eGFR 10-24 mL/min/1.73m²: reduce to 50% of normal dose. Aciclovir injection is available as 25 mg/mL in 20 mL vials. What is the correct aciclovir dose for this patient?,193.4 mg,435 mg,290 mg,96.57 mg,145 mg,C,"Step 1: Calculate dose per administration
• Dose per admin = Weight × Dose per kg
• 16 kg × 20 mg/kg = 320 mg per dose

Step 2: Calculate total daily dose
• Total daily = Dose per admin × Frequency
• 320 mg × 3 (three times daily) = 960 mg/day

Answer: 960 mg total daily dose

Why other answers are wrong:
• 320 mg - This is the dose per administration, not total daily
• 480 mg - Would be 320 mg given 1.5 times (calculation error)
• 640 mg - Would be 320 mg given twice daily
• 1440 mg - Would be 320 mg given 4.5 times daily

Amoxicillin dosing for acute otitis media:
• Standard: 40-50 mg/kg/day in divided doses
• High-dose (resistant organisms): 80-90 mg/kg/day
• This question: 20 mg/kg TDS = 60 mg/kg/day (within range)

Duration of treatment:
• Standard: 5-7 days
• <2 years or severe: 10 days
• Consider ""wait and see"" approach for mild cases

Available formulations:
• Suspension: 125 mg/5 mL, 250 mg/5 mL
• Capsules: 250 mg, 500 mg
• For 320 mg dose:
  - 6.4 mL of 250 mg/5 mL suspension
  - Or round to 6.5 mL for practicality

When to use high-dose amoxicillin:
• Treatment failure with standard dose
• Recent antibiotic exposure (<30 days)
• Daycare attendance
• Age <2 years
• Severe symptoms

Alternative if penicillin allergic:
• Clarithromycin or azithromycin
• Check allergy type (anaphylaxis vs rash)

Exam tip: For ""total daily dose"" questions, calculate dose per administration first, then multiply by frequency. Don't confuse with ""per dose"" questions.",approved
27a020de-7264-4ce7-a3c4-4432ae382d80,Dosage Calculations,Easy,A 10 kg child is prescribed ceftriaxone 50 mg/kg once daily. Ceftriaxone is available as 250 mg/2 mL. How many mL should be administered for each dose?,4 mL,2 mL,1 mL,8 mL,0.8 mL,A,"Step 1: Calculate dose required
• Dose = Weight × Dose per kg
• 10 kg × 50 mg/kg = 500 mg

Step 2: Determine concentration
• Stock: 250 mg per 2 mL = 125 mg/mL

Step 3: Calculate volume
• Volume = Dose ÷ Concentration
• 500 mg ÷ 125 mg/mL = 4 mL

Verification: 4 mL × 125 mg/mL = 500 mg ✓

Why other answers are wrong:
• 0.8 mL - Would give only 100 mg
• 1 mL - Would give 125 mg
• 2 mL - Would give 250 mg (half dose)
• 8 mL - Would give 1000 mg (double dose)

Ceftriaxone reconstitution:
• Vials: 250 mg, 1 g, 2 g powder
• IV reconstitution: use water for injection or 0.9% NaCl
• IM reconstitution: use 1% lidocaine (reduces pain)
• Concentration depends on diluent volume added

Common concentrations after reconstitution:
• 1 g vial + 3.5 mL diluent ≈ 250 mg/mL
• 1 g vial + 9.6 mL diluent ≈ 100 mg/mL
• Always check SPC for exact displacement volumes

Administration:
• IV bolus: over 5 minutes (undiluted)
• IV infusion: over 30 minutes (diluted in 50-100 mL)
• IM: deep injection, max 1 g per site

Paediatric ceftriaxone dosing:
• Standard: 50-80 mg/kg once daily
• Meningitis: 80-100 mg/kg once daily
• Maximum: 4 g/day (usually 2 g for non-CNS)

CRITICAL - Neonatal contraindications:
• Do NOT use with calcium-containing IV fluids
• Avoid in jaundiced/premature neonates
• Risk of fatal ceftriaxone-calcium precipitation

Exam tip: Ceftriaxone comes as powder requiring reconstitution. The question may give post-reconstitution concentration, or you may need to calculate it from vial size and diluent volume.",approved
