ID,Difficulty,Question,Option A,Option B,Option C,Option D,Option E,Correct Answer,Explanation,Status
d5538387-9c6e-4336-ab0c-825230ef2358,Hard,A 95 kg patient with an eGFR of 38 mL/min/1.73m² is prescribed aciclovir at 10 mg/kg every 8 hours. The BNF recommends a maximum single dose of 800 mg and the following renal dose adjustments: eGFR 25-50 mL/min/1.73m²: reduce to 50% of normal dose. Aciclovir injection is available as 25 mg/mL in 20 mL vials. What volume of aciclovir injection (25 mg/mL) should be drawn up?,32 mL,5.33 mL,24 mL,16 mL,1.6 mL,D,"Step 1: Calculate the normal dose
• Normal dose = Weight × Dose per kg
• 95 kg × 10 mg/kg = 950 mg

Step 2: Check against the maximum single dose
• 950 mg exceeds the maximum of 800 mg
• Capped dose = 800 mg

Step 3: Apply renal dose adjustment
• eGFR is 38 mL/min/1.73m², which falls in the 25–50 range
• Adjustment: reduce to 50% of normal dose
• Adjusted dose = 800 mg × 0.50 = 400 mg

Step 4: Calculate the volume to draw up
• Stock concentration: 25 mg/mL
• Volume = Dose ÷ Concentration
• Volume = 400 mg ÷ 25 mg/mL = 16 mL

Answer: 16 mL

Why other answers are wrong:
• 32 mL — No renal adjustment applied (800 mg ÷ 25 = 32 mL)
• 5.33 mL — Calculation error
• 24 mL — May have used 75% adjustment instead of 50%
• 1.6 mL — Decimal place error

Key concept: When the calculated dose exceeds the maximum, cap first, then apply the renal adjustment to the capped dose.",approved
11428f69-8eb2-4e28-994f-56ed750d1803,Hard,"A 78 kg patient with an eGFR of 8 mL/min/1.73m² is prescribed vancomycin at 15 mg/kg every 12 hours. The BNF recommends a maximum single dose of 2000 mg and the following renal dose adjustments: eGFR 0-14 mL/min/1.73m²: reduce to 33% of normal dose. Vancomycin injection is available as 50 mg/mL in 10 mL vials. The dose is diluted to 100 mL and infused over 90 minutes. If the adjusted dose is diluted to 100 mL and infused over 90 minutes, what is the infusion rate in mL/hour?",73.37 mL/hour,16.68 mL/hour,33.35 mL/hour,44.49 mL/hour,66.7 mL/hour,E,"Step 1: Calculate the normal dose
• Normal dose = Weight × Dose per kg
• 78 kg × 15 mg/kg = 1170 mg

Step 2: Check against the maximum single dose
• 1170 mg is below the maximum of 2000 mg, so no cap is needed

Step 3: Apply renal dose adjustment
• eGFR is 8 mL/min/1.73m², which falls in the 0–14 range
• Adjustment: reduce to 33% of normal dose
• Adjusted dose = 1170 mg × 0.33 = 386.1 mg

Step 4: Calculate the infusion rate
• The adjusted dose is diluted to 100 mL and infused over 90 minutes
• Convert time: 90 minutes = 1.5 hours
• Infusion rate = Volume ÷ Time = 100 mL ÷ 1.5 hours = 66.7 mL/hour

Answer: 66.7 mL/hour

Why other answers are wrong:
• 73.37 mL/hour — Calculation error
• 16.68 mL/hour — May have divided the dose by concentration then by time
• 33.35 mL/hour — Would imply infusion over 3 hours
• 44.49 mL/hour — Calculation error

Key concept: When a dose is diluted to a fixed volume, the infusion rate is simply total volume ÷ time, regardless of how much drug is in the bag.",approved
0ad1ee2c-5e27-4c35-aa8d-eb02f0528ee6,Easy,"If a 60 kg adult is prescribed a drug at a dose of 2 mg/kg twice daily, what is the total daily dose in mg?",60 mg,120 mg,240 mg,180 mg,300 mg,C,"Step 1: Calculate dose per administration
• Dose per admin = Weight × Dose per kg
• 60 kg × 2 mg/kg = 120 mg per dose

Step 2: Calculate total daily dose
• Total daily = Dose per admin × Frequency
• 120 mg × 2 (twice daily) = 240 mg/day

Formula: Total daily dose = (mg/kg × weight) × doses per day

Why other answers are wrong:
• 60 mg - Just the weight, no calculation applied
• 120 mg - Dose per administration, not total daily
• 180 mg - Would be if TDS (× 3) with lower per-dose
• 300 mg - Would be if given 2.5 mg/kg BD

Common frequency abbreviations:
• OD (once daily) = × 1
• BD (twice daily) = × 2
• TDS (three times daily) = × 3
• QDS (four times daily) = × 4
• Q8H (every 8 hours) = × 3
• Q6H (every 6 hours) = × 4
• Q4H (every 4 hours) = × 6

Important distinction:
• ""Dose per administration"" = single dose at one time
• ""Total daily dose"" = sum of all doses in 24 hours
• These are commonly confused in exam questions

Clinical relevance:
• Maximum daily dose limits apply to total daily dose
• Drug interactions may reference total daily exposure
• Renal/hepatic dose adjustments often based on total daily dose

Exam tip: Read carefully whether the question asks for ""dose per administration,"" ""single dose,"" or ""total daily dose"" - this is a common source of errors.",approved
d2600087-89ba-4064-9cf3-b2771b6e2039,Hard,"A 62 kg patient with an eGFR of 50 mL/min/1.73m² is prescribed gentamicin at 5 mg/kg once daily. The BNF recommends a maximum single dose of 500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Gentamicin injection is available as 40 mg/mL in 2 mL vials. The dose is diluted to 100 mL and infused over 120 minutes. If the adjusted dose is diluted to 100 mL and infused over 120 minutes, what is the infusion rate in mL/hour?",12.5 mL/hour,55 mL/hour,50 mL/hour,16.65 mL/hour,33.35 mL/hour,C,"Step 1: Calculate the normal dose
• Normal dose = Weight × Dose per kg
• 62 kg × 5 mg/kg = 310 mg

Step 2: Check against the maximum single dose
• 310 mg is below the maximum of 500 mg, so no cap is needed

Step 3: Apply renal dose adjustment
• eGFR is 50 mL/min/1.73m², which falls in the 30–60 range
• Adjustment: reduce to 60% of normal dose
• Adjusted dose = 310 mg × 0.60 = 186 mg

Step 4: Calculate the infusion rate
• The adjusted dose is diluted to 100 mL and infused over 120 minutes
• Convert time: 120 minutes = 2 hours
• Infusion rate = Volume ÷ Time = 100 mL ÷ 2 hours = 50 mL/hour

Answer: 50 mL/hour

Why other answers are wrong:
• 12.5 mL/hour — Would imply infusion over 8 hours
• 55 mL/hour — Calculation error
• 16.65 mL/hour — May have divided dose by concentration then by time
• 33.35 mL/hour — Would imply infusion over 3 hours

Key concept: The infusion rate for a fixed-volume dilution is simply Volume ÷ Time. The drug dose determines how much to add to the bag, but the rate depends on the total volume and infusion duration.",approved
7580e777-7436-4792-8559-8a8c92b997f5,Hard,"A patient is started on warfarin for AF — loading regimen using the following titration schedule: 10 mg on day 1 for 1 days; 10 mg on day 2 for 1 days; 5 mg on day 3 for 1 days; check INR, then variable 3-5 mg daily for 25 days for 25 days. Warfarin is available in appropriate tablet strengths. Calculate the total milligrams of warfarin over the entire course.",137.5 mg,187.5 mg,62.5 mg,1250 mg,125 mg,E,"Step 1: Calculate milligrams for each phase of the titration
• Day 1: 10 mg × 1 day = 10 mg
• Day 2: 10 mg × 1 day = 10 mg
• Day 3: 5 mg × 1 day = 5 mg
• Days 4–28: variable 3–5 mg daily for 25 days
  → Using the midpoint of the range: 4 mg/day × 25 days = 100 mg

Step 2: Calculate the total
• Total = 10 + 10 + 5 + 100 = 125 mg

Answer: 125 mg

Why other answers are wrong:
• 137.5 mg — May have used 5 mg/day for the variable phase instead of the midpoint
• 187.5 mg — Significant overestimate
• 62.5 mg — Halved the correct answer
• 1250 mg — Multiplied by 10 in error

Key concept: For variable-dose titrations, use the midpoint of the stated range unless otherwise directed. Calculate each phase separately and sum them.",approved
81ebfc6f-056a-49f2-878d-ded81b6ee59e,Easy,A child weighing 20 kg is prescribed ceftriaxone 50 mg/kg once daily for infection. How many mg of ceftriaxone should be administered per day?,600 mg,800 mg,1000 mg,1200 mg,1500 mg,C,"Calculation:
• Dose = Weight × Dose per kg
• 20 kg × 50 mg/kg = 1000 mg once daily

Why other answers are wrong:
• 600 mg - Would be 30 mg/kg (underdose)
• 800 mg - Would be 40 mg/kg (underdose)
• 1200 mg - Would be 60 mg/kg (overdose)
• 1500 mg - Would be 75 mg/kg (significant overdose)

Ceftriaxone dosing in children:
• Standard dose: 50-80 mg/kg once daily
• Meningitis: 80-100 mg/kg once daily (max 4 g)
• Maximum daily dose: 4 g (usually 2 g for non-CNS infections)
• This dose (1000 mg = 1 g) is appropriate

Administration:
• IV: over 30 minutes (60 min if >50 mg/kg in neonates)
• IM: deep injection, max 1 g per site
• Reconstitution: check diluent compatibility

Important contraindications:
• Neonates with jaundice - displaces bilirubin
• Neonates receiving calcium-containing IV fluids - fatal precipitation
• Do NOT mix with calcium in same line

Advantages of ceftriaxone:
• Once-daily dosing (long half-life ~8 hours)
• Broad spectrum (Gram +ve and -ve)
• Good CNS penetration
• Can be given IM (useful for outpatient therapy)

Ceftriaxone in paediatrics:
• Often first-line for serious infections
• Community-acquired pneumonia
• UTI/pyelonephritis
• Meningitis (with or without vancomycin)

Exam tip: Ceftriaxone's once-daily dosing makes it convenient, but remember the calcium contraindication in neonates - this is a commonly tested safety point.",approved
d1ebd690-d646-4ac8-9c51-64e66f083e65,Easy,A formulation change is planned for a liquid medication from a concentration of 100 mg/5 mL to 200 mg/5 mL. A patient has been taking 10 mL of the original formulation daily. How much of the new formulation should they take daily to receive the same dose?,2.5 mL,5 mL,10 mL,15 mL,20 mL,B,"Step 1: Calculate dose from original formulation
• Original: 100 mg per 5 mL = 20 mg/mL
• Patient takes: 10 mL daily
• Daily dose = 10 mL × 20 mg/mL = 200 mg

Step 2: Calculate volume of new formulation for same dose
• New: 200 mg per 5 mL = 40 mg/mL
• Volume needed = Dose ÷ Concentration
• Volume = 200 mg ÷ 40 mg/mL = 5 mL

Key insight: New formulation is twice as concentrated, so half the volume is needed.

Why other answers are wrong:
• 2.5 mL - Would only give 100 mg (half dose)
• 10 mL - Would give 400 mg (double dose - potentially toxic)
• 15 mL - Would give 600 mg (triple dose)
• 20 mL - Would give 800 mg (quadruple dose)

SAFETY: Formulation Change Risks

This is a HIGH-RISK situation requiring:
• Clear patient counselling about new volume
• Updated labelling on dispensed medicine
• Documentation in patient record
• Consider providing new measuring device calibrated for new volume

Common errors with formulation changes:
• Patient continues taking old volume → overdose
• Confusion between strengths → wrong dose
• Particular risk in elderly, cognitive impairment, carers

Counselling points:
• ""Your medicine is now stronger""
• ""You need LESS liquid to get the same dose""
• ""Take 5 mL instead of 10 mL""
• Demonstrate using oral syringe
• Remove old stock from home

When formulation changes occur:
• Manufacturer supply issues
• Cost-effectiveness switches
• Branded → generic changes
• Paediatric → adult formulation transitions

Exam tip: Formulation changes require dose recalculation. The concentration doubles → volume halves. Always maintain the same total dose unless clinically indicated otherwise.",approved
016dc6b8-b4eb-4dd6-b57c-957e60cb5cc3,Hard,A 75 kg patient with an eGFR of 50 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. What volume of amikacin injection (50 mg/mL) should be drawn up?,13.5 mL,54 mL,9 mL,20.25 mL,14.85 mL,A,"Step 1: Calculate the normal dose
• Normal dose = Weight × Dose per kg
• 75 kg × 15 mg/kg = 1125 mg

Step 2: Check against the maximum single dose
• 1125 mg is below the maximum of 1500 mg, so no cap is needed

Step 3: Apply renal dose adjustment
• eGFR is 50 mL/min/1.73m², which falls in the 30–60 range
• Adjustment: reduce to 60% of normal dose
• Adjusted dose = 1125 mg × 0.60 = 675 mg

Step 4: Calculate the volume to draw up
• Stock concentration: 50 mg/mL
• Volume = Dose ÷ Concentration
• Volume = 675 mg ÷ 50 mg/mL = 13.5 mL

Answer: 13.5 mL

Why other answers are wrong:
• 54 mL — Calculation error (possibly no renal adjustment and wrong concentration)
• 9 mL — May have used 75 mg/mL concentration
• 20.25 mL — May have applied a different renal adjustment factor
• 14.85 mL — Possible rounding or percentage error

Key concept: Volume = Adjusted dose ÷ Stock concentration. Always apply the renal percentage to the dose before dividing by the concentration.",approved
077ec4cf-2fd1-483d-8b94-24dda4dedb33,Hard,"A patient (weight 62 kg, height 185 cm, BSA 1.87 m²) is prescribed cisplatin at 75 mg/m² as part of a chemotherapy regimen. The BNF maximum single dose is 200 mg. The calculated dose is to be diluted in 1000 mL of appropriate diluent and infused over 4 hour(s). Calculate the correct dose of cisplatin for this patient.",154.2 mg,140.2 mg,280.4 mg,93.51 mg,35.05 mg,B,"Step 1: Calculate the dose using BSA
• Dose = Dose per m² × BSA
• Dose = 75 mg/m² × 1.87 m² = 140.25 mg

Step 2: Check against the maximum single dose
• 140.25 mg is below the BNF maximum of 200 mg, so no cap is needed
• Dose = 140.25 mg, rounded to 140.2 mg

Answer: 140.2 mg

Why other answers are wrong:
• 154.2 mg — Would require a BSA of approximately 2.06 m² (calculation error)
• 280.4 mg — Double the correct dose (may have multiplied by 2)
• 93.51 mg — Would be 50 mg/m² × 1.87 m² (wrong dose per m²)
• 35.05 mg — Significant underdose (calculation error)

Key concept: BSA-based dosing is standard for cytotoxic drugs. Formula: Dose = mg/m² × BSA (m²). Always check the calculated dose against any stated maximum.",approved
30de91c7-f467-46ec-8cbc-b4ec7b09f22d,Hard,A patient requires 20 mmol of potassium chloride added to 1000 mL sodium chloride 0.9% to be infused over 4 hours. KCl is available as a 15% solution (1 mmol KCl = 74.5 mg). The maximum peripheral infusion rate is 10 mmol/hour. Calculate the volume of 15% KCl to add.,14.89 mL,9.93 mL,10.92 mL,39.72 mL,4.96 mL,B,"Step 1: Calculate the total mass of KCl required
• KCl required = 20 mmol
• 1 mmol KCl = 74.5 mg
• Total mass = 20 mmol × 74.5 mg/mmol = 1490 mg

Step 2: Determine the concentration of 15% KCl
• 15% w/v = 15 g per 100 mL = 150 mg/mL

Step 3: Calculate the volume to add
• Volume = Mass ÷ Concentration = 1490 mg ÷ 150 mg/mL = 9.93 mL

Step 4: Check the infusion rate is safe
• 20 mmol over 4 hours = 5 mmol/hour
• Maximum peripheral rate is 10 mmol/hour — this is within limits

Answer: 9.93 mL of 15% KCl

Why other answers are wrong:
• 14.89 mL — May have used 10% KCl concentration (100 mg/mL)
• 10.92 mL — Calculation error
• 39.72 mL — May have used a different molecular weight or concentration
• 4.96 mL — Half the correct answer

Key concept: Convert mmol to mg using the molecular weight, then divide by the % w/v concentration (converted to mg/mL). Remember: x% w/v = x × 10 mg/mL.",approved
80f9972f-b376-4336-bb61-49a063645fba,Hard,"A 88 kg patient with an eGFR of 18 mL/min/1.73m² is prescribed aciclovir at 10 mg/kg every 8 hours. The BNF recommends a maximum single dose of 800 mg and the following renal dose adjustments: eGFR 10-24 mL/min/1.73m²: reduce to 50% of normal dose. Aciclovir injection is available as 25 mg/mL in 20 mL vials. The dose is diluted to 500 mL and infused over 90 minutes. If the adjusted dose is diluted to 500 mL and infused over 90 minutes, what is the infusion rate in mL/hour?",499.9 mL/hour,666.6 mL/hour,333.3 mL/hour,1333.2 mL/hour,33.33 mL/hour,C,"Step 1: Calculate the normal dose
• Normal dose = Weight × Dose per kg
• 88 kg × 10 mg/kg = 880 mg

Step 2: Check against the maximum single dose
• 880 mg exceeds the maximum of 800 mg
• Capped dose = 800 mg

Step 3: Apply renal dose adjustment
• eGFR is 18 mL/min/1.73m², which falls in the 10–24 range
• Adjustment: reduce to 50% of normal dose
• Adjusted dose = 800 mg × 0.50 = 400 mg

Step 4: Calculate the infusion rate
• The adjusted dose is diluted to 500 mL and infused over 90 minutes
• Convert time: 90 minutes = 1.5 hours
• Infusion rate = Volume ÷ Time = 500 mL ÷ 1.5 hours = 333.3 mL/hour

Answer: 333.3 mL/hour

Why other answers are wrong:
• 499.9 mL/hour — Would imply infusion over approximately 60 minutes
• 666.6 mL/hour — Would imply infusion over approximately 45 minutes
• 1333.2 mL/hour — Calculation error
• 33.33 mL/hour — Decimal place error (÷ 10)",approved
973b567c-cbce-4070-a9f4-0a6092c4260f,Hard,A 110 kg patient with an eGFR of 12 mL/min/1.73m² is prescribed vancomycin at 15 mg/kg every 12 hours. The BNF recommends a maximum single dose of 2000 mg and the following renal dose adjustments: eGFR 0-14 mL/min/1.73m²: reduce to 33% of normal dose. Vancomycin injection is available as 50 mg/mL in 10 mL vials. What volume of vancomycin injection (50 mg/mL) should be drawn up?,32.67 mL,10.89 mL,5.45 mL,1.09 mL,108.9 mL,B,"Step 1: Calculate the normal dose
• Normal dose = Weight × Dose per kg
• 110 kg × 15 mg/kg = 1650 mg

Step 2: Check against the maximum single dose
• 1650 mg is below the maximum of 2000 mg, so no cap is needed

Step 3: Apply renal dose adjustment
• eGFR is 12 mL/min/1.73m², which falls in the 0–14 range
• Adjustment: reduce to 33% of normal dose
• Adjusted dose = 1650 mg × 0.33 = 544.5 mg

Step 4: Calculate the volume to draw up
• Stock concentration: 50 mg/mL
• Volume = Dose ÷ Concentration = 544.5 mg ÷ 50 mg/mL = 10.89 mL

Answer: 10.89 mL

Why other answers are wrong:
• 32.67 mL — No renal adjustment applied (1650 ÷ 50 = 33 mL, approximately)
• 5.45 mL — Half the correct answer (may have used 16.5% instead of 33%)
• 1.09 mL — Decimal place error
• 108.9 mL — Multiplied by 10 in error",approved
27a020de-7264-4ce7-a3c4-4432ae382d80,Easy,A 10 kg child is prescribed ceftriaxone 50 mg/kg once daily. Ceftriaxone is available as 250 mg/2 mL. How many mL should be administered for each dose?,4 mL,2 mL,1 mL,8 mL,0.8 mL,A,"Step 1: Calculate dose required
• Dose = Weight × Dose per kg
• 10 kg × 50 mg/kg = 500 mg

Step 2: Determine concentration
• Stock: 250 mg per 2 mL = 125 mg/mL

Step 3: Calculate volume
• Volume = Dose ÷ Concentration
• 500 mg ÷ 125 mg/mL = 4 mL

Verification: 4 mL × 125 mg/mL = 500 mg ✓

Why other answers are wrong:
• 0.8 mL - Would give only 100 mg
• 1 mL - Would give 125 mg
• 2 mL - Would give 250 mg (half dose)
• 8 mL - Would give 1000 mg (double dose)

Ceftriaxone reconstitution:
• Vials: 250 mg, 1 g, 2 g powder
• IV reconstitution: use water for injection or 0.9% NaCl
• IM reconstitution: use 1% lidocaine (reduces pain)
• Concentration depends on diluent volume added

Common concentrations after reconstitution:
• 1 g vial + 3.5 mL diluent ≈ 250 mg/mL
• 1 g vial + 9.6 mL diluent ≈ 100 mg/mL
• Always check SPC for exact displacement volumes

Administration:
• IV bolus: over 5 minutes (undiluted)
• IV infusion: over 30 minutes (diluted in 50-100 mL)
• IM: deep injection, max 1 g per site

Paediatric ceftriaxone dosing:
• Standard: 50-80 mg/kg once daily
• Meningitis: 80-100 mg/kg once daily
• Maximum: 4 g/day (usually 2 g for non-CNS)

CRITICAL - Neonatal contraindications:
• Do NOT use with calcium-containing IV fluids
• Avoid in jaundiced/premature neonates
• Risk of fatal ceftriaxone-calcium precipitation

Exam tip: Ceftriaxone comes as powder requiring reconstitution. The question may give post-reconstitution concentration, or you may need to calculate it from vial size and diluent volume.",approved
d643afb0-a179-43e9-a937-e88fe533ae9e,Hard,A 58 kg patient with an eGFR of 22 mL/min/1.73m² is prescribed aciclovir at 10 mg/kg every 8 hours. The BNF recommends a maximum single dose of 800 mg and the following renal dose adjustments: eGFR 10-24 mL/min/1.73m²: reduce to 50% of normal dose. Aciclovir injection is available as 25 mg/mL in 20 mL vials. What is the correct aciclovir dose for this patient?,193.4 mg,435 mg,290 mg,96.57 mg,145 mg,C,"Step 1: Calculate the normal dose
• Normal dose = Weight × Dose per kg
• 58 kg × 10 mg/kg = 580 mg

Step 2: Check against the maximum single dose
• 580 mg is below the maximum of 800 mg, so no cap is needed

Step 3: Apply renal dose adjustment
• eGFR is 22 mL/min/1.73m², which falls in the 10–24 range
• Adjustment: reduce to 50% of normal dose
• Adjusted dose = 580 mg × 0.50 = 290 mg

Answer: 290 mg

Why other answers are wrong:
• 193.4 mg — May have applied a 33% adjustment instead of 50%
• 435 mg — This would be 75% of the normal dose (wrong adjustment)
• 96.57 mg — Significant underdose (calculation error)
• 145 mg — This is 25% of the normal dose (wrong percentage)

Key concept: The normal dose (580 mg) is within the 800 mg cap, so apply the 50% renal adjustment directly: 580 × 0.5 = 290 mg.",approved
9f24f2a7-8f4e-4e5e-8123-837d4853410f,Hard,A 68 kg patient with an eGFR of 45 mL/min/1.73m² is prescribed fluconazole at 6 mg/kg once daily. The BNF recommends a maximum single dose of 400 mg and the following renal dose adjustments: eGFR 30-50 mL/min/1.73m²: reduce to 50% of normal dose. Fluconazole injection is available as 2 mg/mL in 100 mL vials. What is the correct fluconazole dose for this patient?,180 mg,50 mg,600 mg,133.4 mg,200 mg,E,"Step 1: Calculate the normal dose
• Normal dose = Weight × Dose per kg
• 68 kg × 6 mg/kg = 408 mg

Step 2: Check against the maximum single dose
• 408 mg exceeds the maximum of 400 mg
• Capped dose = 400 mg

Step 3: Apply renal dose adjustment
• eGFR is 45 mL/min/1.73m², which falls in the 30–50 range
• Adjustment: reduce to 50% of normal dose
• Adjusted dose = 400 mg × 0.50 = 200 mg

Answer: 200 mg

Why other answers are wrong:
• 180 mg — May have applied 50% to uncapped dose of 360 mg (wrong base)
• 50 mg — Significant underdose
• 600 mg — Exceeds even the uncapped calculated dose
• 133.4 mg — May have applied an incorrect 33% adjustment

Key concept: Cap the dose first (408 mg → 400 mg), then apply the renal adjustment (400 mg × 50% = 200 mg). The order matters: cap before adjusting.",approved
d68da104-ec41-4081-bf03-e8e84b02bc66,Easy,A patient weighing 70 kg requires an initial loading dose of digoxin of 10 micrograms/kg. How many milligrams of digoxin should be administered?,0.7 mg,7 mg,0.07 mg,700 mg,70 mg,A,"Step 1: Calculate dose in micrograms
• Dose = Weight × Dose per kg
• 70 kg × 10 mcg/kg = 700 micrograms

Step 2: Convert micrograms to milligrams
• 1 mg = 1000 micrograms
• 700 mcg ÷ 1000 = 0.7 mg

Answer: 0.7 mg (700 micrograms)

Why other answers are wrong:
• 0.07 mg - Divided by 10,000 instead of 1000
• 7 mg - Multiplied instead of divided (would be 7000 mcg - toxic)
• 70 mg - Weight in kg, not the dose
• 700 mg - Forgot unit conversion (would be fatal)

Unit conversion reminder:
• 1 mg = 1000 micrograms (mcg or μg)
• To convert mcg → mg: divide by 1000
• To convert mg → mcg: multiply by 1000

Digoxin loading doses:
• Oral loading: 750-1500 mcg (0.75-1.5 mg) over 24 hours
• IV loading: 500-1000 mcg (0.5-1 mg)
• Usually given in divided doses (e.g., 500 mcg, then 250 mcg × 2)
• Loading not always required - depends on urgency

Why divided loading doses?
• Reduces risk of toxicity
• Allows assessment of response
• Typical: 50% initially, then 25% at 6-8 hour intervals

Digoxin tablets:
• 62.5 mcg, 125 mcg, 250 mcg
• 0.7 mg = 700 mcg ≈ 3 × 250 mcg tablets (750 mcg) if rounding

Exam tip: Digoxin doses are often given in micrograms but tablets labelled in micrograms or milligrams. Always confirm units to avoid 1000-fold errors.",approved
bbc05828-83df-412b-9148-455af4e43cf7,Easy,"A neonate requires a gentamicin dose of 4 mg/kg/day divided into two doses. If the neonate weighs 3 kg, how much gentamicin should be given for each dose?",6 mg,12 mg,4 mg,8 mg,2 mg,A,"Step 1: Calculate total daily dose
• Total daily = Weight × Dose per kg/day
• 3 kg × 4 mg/kg/day = 12 mg/day

Step 2: Divide into number of doses
• Given in 2 divided doses
• Dose per admin = 12 mg ÷ 2 = 6 mg per dose

Answer: 6 mg every 12 hours

Why other answers are wrong:
• 2 mg - Would be if divided into 6 doses
• 4 mg - Would be if divided into 3 doses
• 8 mg - Calculation error
• 12 mg - This is the total daily dose, not per dose

Neonatal gentamicin dosing:
• Traditional: 2.5 mg/kg every 8-12 hours
• Extended interval: 4-5 mg/kg every 24-48 hours
• This question uses 4 mg/kg/day divided BD (traditional approach)

Factors affecting neonatal aminoglycoside dosing:
• Gestational age (preterm vs term)
• Postnatal age
• Renal function (immature in neonates)
• Weight

Typical dosing intervals by gestational age:
• <29 weeks: every 36-48 hours
• 30-34 weeks: every 24-36 hours
• ≥35 weeks: every 24 hours
• Term: every 12-24 hours

Monitoring in neonates:
• Pre-dose (trough): target <1 mg/L
• Peak levels: 1 hour post-dose, target 5-10 mg/L
• Check levels around 3rd dose
• Monitor creatinine and urine output

Practical considerations:
• 6 mg is a small dose - ensure accurate measurement
• Gentamicin injection: typically 40 mg/mL
• 6 mg = 0.15 mL (very small - may need dilution)
• Use 1 mL syringe for accuracy

Exam tip: Neonatal aminoglycoside dosing intervals are longer than adults due to immature renal function. Always check gestational/postnatal age for correct interval.",approved
1f64b520-25ec-4928-962d-5f228a4e3581,Hard,A 90 kg patient with an eGFR of 48 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. What is the correct amikacin dose for this patient?,729 mg,202.5 mg,810 mg,81 mg,405 mg,C,"Step 1: Calculate the normal dose
• Normal dose = Weight × Dose per kg
• 90 kg × 15 mg/kg = 1350 mg

Step 2: Check against the maximum single dose
• 1350 mg is below the maximum of 1500 mg, so no cap is needed

Step 3: Apply renal dose adjustment
• eGFR is 48 mL/min/1.73m², which falls in the 30–60 range
• Adjustment: reduce to 60% of normal dose
• Adjusted dose = 1350 mg × 0.60 = 810 mg

Answer: 810 mg

Why other answers are wrong:
• 729 mg — May have applied a 54% adjustment instead of 60%
• 202.5 mg — This is 15% of the normal dose (wrong percentage)
• 81 mg — Decimal error (6% instead of 60%)
• 405 mg — This is 30% of the normal dose (halved the correct answer)

Key concept: Normal dose (1350 mg) is within the 1500 mg cap, so no capping is needed. Apply the 60% renal adjustment directly to the uncapped dose.",approved
9299c377-65a6-4f54-8ff5-ffbf8b161894,Hard,A 55 kg patient requires a phenytoin loading dose of 18 mg/kg (max 2000 mg). Phenytoin injection is 50 mg/mL. The loading dose is diluted to 100 mL with NaCl 0.9%. Maximum infusion rate is 50 mg/minute. Calculate the infusion rate in mL/hour.,36.3 mL/hour,181.5 mL/hour,363 mL/hour,544.5 mL/hour,399.3 mL/hour,C,"Step 1: Calculate the loading dose
• Loading dose = Weight × Dose per kg
• 55 kg × 18 mg/kg = 990 mg
• 990 mg is below the maximum of 2000 mg, so no cap is needed

Step 2: Calculate the drug volume drawn up
• Phenytoin injection: 50 mg/mL
• Volume of drug = 990 mg ÷ 50 mg/mL = 19.8 mL

Step 3: Calculate the total volume in the bag
• 19.8 mL of drug + 100 mL of NaCl 0.9% = 119.8 mL total

Step 4: Calculate the concentration in the bag
• Concentration = 990 mg ÷ 119.8 mL = 8.264 mg/mL

Step 5: Convert the maximum infusion rate to mL/hour
• Maximum rate = 50 mg/minute = 50 × 60 = 3000 mg/hour
• Infusion rate = 3000 mg/hour ÷ 8.264 mg/mL = 363 mL/hour

Answer: 363 mL/hour

Why other answers are wrong:
• 36.3 mL/hour — Decimal error (÷ 10)
• 181.5 mL/hour — May have used 25 mg/minute instead of 50 mg/minute
• 544.5 mL/hour — May have used an incorrect total volume
• 399.3 mL/hour — Calculation error

Key concept: When a drug is diluted 'with' a volume (not 'to'), the total volume = drug volume + diluent volume. The infusion rate is determined by the maximum mg/minute rate converted to mL/hour using the bag concentration.",approved
